Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Лавренко,Леон,Юрійович,Чоловіча,04.09.2001,Інженер,хутір Устилуг,"площа Лесі Українки, буд. 787, Олександрівськ, 02062",052 064-48-50,isaievycholes@example.com
Артеменко,Єлисей,Олегович,Чоловіча,27.07.1941,Головний меркшейдер,село Голубівка,"провулок Дніпропетровська дорога, буд. 85, Міусинськ, 65854",004 637-72-11,mdankevych@example.com
Юхименко,Орхип,Олегович,Чоловіча,23.08.1946,Кушнір,місто Лубни,"провулок Змієнка Всеволода, буд. 2 кв. 6, Ходорів, 12553",+380 33 806-32-33,liliia72@example.org
Бабариченко,Святослав,Олегович,Чоловіча,31.10.1953,Режисер,селище Сквира,"проспект Ашгабатська, буд. 95 кв. 8, Іршава, 50725",046 788-23-37,dubenkomykolai@example.com
Гайдай,Вʼячеслав,Олексійович,Чоловіча,27.02.1948,Електромонтажник,місто Ходорів,"вулиця Вапняна, буд. 502, Горохів, 96731",+380 02 407 06 01,valentyna51@example.com
Закусило,Прохір,Юрійович,Чоловіча,26.09.1994,Секретар,хутір Кипуче,"шосе Старокінний, буд. 987 кв. 57, Кременчук, 59930",024 117-97-29,rshablii@example.com
Юрченко,Альберт,Анатолійович,Чоловіча,13.10.1962,Льотчик,село Тлумач,"вулиця Романа Кармена, буд. 552 кв. 033, Кам'янка (Черкаська область), 16382",462 14 23,volodymyramazepa@example.org
Дейнека,Віктор,Петрович,Чоловіча,20.11.1961,Кінорежисер,село Карлівка,"площа Гаршина, буд. 838 кв. 69, Кам'янське, 62926",064-41-46,ruslan38@example.org
Петрик,Леопольд,Юрійович,Чоловіча,05.01.1983,Журналіст,село Броди,"узвіз Радісна, буд. 66, Балаклія, 03675",+380 20 914 76 91,vladyslavskyrda@example.org
Полтавець,Болеслав,Юрійович,Чоловіча,26.04.2000,Астронавт,село Дніпро ,"узвіз Пішонівська, буд. 7, Вишневе , 28239",030 412 07 50,adadeineka@example.net
Венгринович,Левко,Петрович,Чоловіча,17.09.1964,Архітектор,хутір Енергодар,"парк Олександра Невського 5-й, буд. 70, Тальне, 12643",+380 57 606-27-81,xrudko@example.net
Абраменко,Валентин,Олегович,Чоловіча,18.12.1973,Піаніст,місто Андрушівка,"площа Якірний, буд. 41, Чуднів, 19582",+380 73 630-35-66,vasyldrozdenko@example.net
Василечко,Дмитро,Вікторович,Чоловіча,08.05.1942,Продюсер,місто Охтирка,"вулиця Чорноморська, буд. 0, Першотравенськ, 98389",+380 (87) 004-31-63,bohdan48@example.net
Чорновіл,Віктор,Юрійович,Чоловіча,15.06.1949,Реставратор,хутір Великі Мости,"площа Вершинна, буд. 15, Бобринець, 35833",+380 (72) 201-57-60,ustelmakh@example.net
Луценко,Хома,Іванович,Чоловіча,19.05.1963,Пілот,селище Лебедин,"вулиця Садова 4-та, буд. 65, Рожище, 57387",827-77-35,kadeniuktetiana@example.net
Яценюк,Володимир,Анатолійович,Чоловіча,16.01.2000,Єгер,село Волноваха,"парк Андросовський, буд. 49, Пологи , 83465",+380 80 675-67-20,bandurastefan@example.com
Лагода,Захар,Анатолійович,Чоловіча,09.02.1942,Кінорежисер,місто Красноград,"парк Чорноморський, буд. 8 кв. 9, Яремче, 53036",+380 (49) 680-19-72,andriievychzlatoslava@example.com
Михайличенко,Зорян,Юрійович,Чоловіча,15.12.2004,Кінорежисер,село Сміла,"площа Москвіна, буд. 652 кв. 9, Скадовськ, 11851",+380 23 796-54-70,bohdanna27@example.com
Височан,Віктор,Іванович,Чоловіча,26.12.1968,Сценарист,село Збараж,"узвіз Косвена, буд. 375, Чорнобиль, 32944",438 45 57,rolifirenko@example.net
Архимович,Олег,Олександрович,Чоловіча,22.05.1967,Детектив,село Білозерське,"сквер Архітекторська, буд. 6, Рахів, 19763",068 47 25,ihupalo@example.net
Бевзенко,Мирон,Анатолійович,Чоловіча,30.08.1957,Бізнесмен,селище Южноукраїнськ,"проспект Десята, буд. 6 кв. 29, Красногорівка, 98180",+380 19 804-85-04,prymachenkodan@example.org
Таран,Стефан,Петрович,Чоловіча,07.09.1997,Петрограф,селище Борзна,"шосе Суворовська, буд. 3, Оріхів, 49327",+380 19 961 25 20,babiichukieva@example.com
Гавришкевич,Андрій,Іванович,Чоловіча,29.11.1937,Ювелір,місто Родинське,"площа Деволанівський узвіз, буд. 375, Узин, 63511",+380 70 261-74-17,tereshchukiefrem@example.org
Затула,Варфоломій,Юрійович,Чоловіча,04.02.1972,Фермер,село Куп'янськ,"проспект Восьмого березня 6-й, буд. 0 кв. 557, Сулимівка (Слов'янськ), 49742",057 014-66-81,vashchukoleh@example.net
Бандура,Антон,Петрович,Чоловіча,24.06.2007,Програміст,селище Горішні Плавні,"проспект Амурський 1-й, буд. 2 кв. 16, Покров, 79907",497-80-54,iukhymgoliash@example.com
Гук,Яків,Юрійович,Чоловіча,01.11.1984,Перекладач,селище Львів,"набережна Уютна, буд. 557, Золотоноша, 09038",987 43 99,ielysei73@example.org
Хомик,Вадим,Юрійович,Чоловіча,10.09.1943,Громадський діяч,хутір Гірник ,"шосе Спиридонівська, буд. 69 кв. 05, Первомайський , 86359",596 89 32,shcherbakiarema@example.com
Фартушняк,Олекса,Юрійович,Чоловіча,28.01.2003,Публіцист,місто Жовті Води,"набережна Мала Садова, буд. 489, Ніжин, 98441",+380 46 293 45 20,akhorishko@example.com
Юхименко,Августин,Вікторович,Чоловіча,18.09.1978,Хімік,хутір Гайсин,"провулок Дачна, буд. 418 кв. 09, Севастополь, 44308",+380 32 589-42-10,izakharenko@example.net
Туркало,Дмитро,Олександрович,Чоловіча,08.12.1968,Біолог,місто Немирів,"площа Романа Кармена, буд. 640 кв. 46, Приморськ (Україна), 82338",+380 66 922 35 83,cteslenko@example.org
Данилюк,Лесь,Олексійович,Чоловіча,24.03.1991,Музикознавець,місто Синельникове,"шосе Садовського, буд. 0 кв. 3, Берислав, 88407",+380 88 275 98 28,nrudko@example.org
Скопенко,Пилип,Олегович,Чоловіча,26.10.1980,Математик,хутір Верхньодніпровськ,"вулиця Наявний 2-й, буд. 9 кв. 11, Глухів, 24945",+380 88 354 64 72,artem12@example.com
Гузій,Онисим,Петрович,Чоловіча,07.04.1998,Гірник,селище Канів,"сквер Ланжеронівський узвіз, буд. 414, Скадовськ, 19291",094 509-57-05,alinaliashko@example.com
Дергач,Артем,Юрійович,Чоловіча,25.09.1949,Євнух,селище Ківерці,"парк Аеропортівська, буд. 273 кв. 75, Тальне, 57119",083 673-01-21,bohdannavdovychenko@example.org
Бабій,Віктор,Олександрович,Чоловіча,30.11.1980,Секретар,місто Біла Церква,"проспект Академіка Богатського, буд. 30 кв. 554, Лозова , 03282",056 306 81 32,xzabila@example.net
Іванченко,Демʼян,Олексійович,Чоловіча,16.01.1990,Громадський діяч,село Ічня,"набережна Севастопольський, буд. 43, Перечин, 37304",038 071-10-32,omeliandurdynets@example.net
Проценко,Ілля,Іванович,Чоловіча,14.06.1962,Драматург,село Перечин,"вулиця Соляний 4-й, буд. 2, Новоград-Волинський, 48198",807 07 80,varvarahavryshkevych@example.org
Гайда,Гліб,Олегович,Чоловіча,21.01.1963,Пекар,місто Чуднів,"сквер В’ячеслава Чорновола, буд. 74 кв. 794, Боково-Хрустальне, 08803",+380 22 095-26-92,fzharko@example.com
Архимович,Єлисей,Олександрович,Чоловіча,03.09.1961,Гірник,селище Богуслав,"набережна Маразліївська, буд. 83, Ананьїв, 96816",826-26-11,olesvashchenko-zakharchenko@example.com
